player_name,team,conf,GP,Min_per,dunksmade,stops,pts
Elias King,Mississippi St.,SEC,6,1.6,0,2.54618,1.6667
Akok Akok,Connecticut,Amer,25,54.7,17,146028,5.8
Montese Blake,Southern,SWAC,25,24.1,0,41.2672,4.6538
Delor Johnson,Southern,SWAC,10,6.9,0,17.4955,2.25
James Bouknight,Connecticut,Amer,28,56.6,19,122893,13
Dovy Pinskus,Seattle,WAC,6,1.2,0,1.68207,0.5
Deovaunta Williams,Loyola Marymount,WCC,24,28,2,61.0366,3.44
Byron Smith,Southeastern Louisiana,Slnd,28,68.5,2,124.81,7.7419
Andrei Arion,Lehigh,Pat,16,7,0,13.7083,0.1667
Luke Morrill,Valparaiso,MVC,4,0.4,0,0.491403,1
Anthony Jones,Western Illinois,Sum,22,35.4,0,67.2278,5.0417
Jaden Bediako,Santa Clara,WCC,31,43.8,0,115804,6.4375
Jaeden King,Western Illinois,Sum,14,17.1,0,32.9421,3.5
Daniss Jenkins,Pacific,WCC,30,52.2,1,102736,6.2188
James Hampshire,Pacific,WCC,29,35.4,28,101.97,3.6774
David Thompson,Santa Clara,WCC,26,18.2,0,32.9371,1.5556
Alvin Stredic Jr,Arkansas Pine Bluff,SWAC,26,17.3,0,31.7005,0.8519
Roderick Smith,Western Illinois,Sum,18,16,0,23636,3.4
Keion Brooks Jr.,Kentucky,SEC,31,37.4,9,90.5603,4.4516
Jalen Jackson,North Texas,CUSA,22,9.2,0,21.9615,1.0417
Cole Anthony,North Carolina,ACC,22,57.2,3,152426,18.5
Armando Bacot,North Carolina,ACC,32,58.3,27,175425,9625
Robert Boyd,Arkansas Pine Bluff,SWAC,5,6.8,0,13.7299,1.1667
Drake London,USC,P12,3,0.5,0,1.0558,0
Max Agbonkpolo,USC,P12,24,14,3,30.5919,2.5417
Emanuel Miller,Texas A&M,SEC,30,60.9,9,148964,6.3667
Quenton Jackson,Texas A&M,SEC,29,56.8,11,138431,8.8276
Jonathan Aku,Texas A&M,SEC,30,20.7,0,51144,0.9667
Andre Gordon,Texas A&M,SEC,28,56.2,4,113713,6.3214
Drew Lutz,Incarnate Word,Slnd,28,80.9,0,141022,11.6129
Derek Van Vlerah,Incarnate Word,Slnd,22,29.1,0,59.2377,1.6
Messiah Thompson,Campbell,BSth,24,19.8,0,43613,3.6538
Brandon Stone,La Salle,A10,25,21.6,1,54.6966,2.96
Lance Jones,Southern Illinois,MVC,31,64.3,0,137694,9.3125
Amin Adamu,Montana St.,BSky,27,65,11,154.55,11.7241
Josh Thomas,Milwaukee,Horz,29,74.3,4,142418,10.1935
Oton Jankovic,Vanderbilt,SEC,21,10.2,1,22.7532,0.7619
Mahamadou Diawara,Stetson,ASun,31,65.7,14,142325,12.5758
De'Vion Harmon,Oklahoma,B12,31,71,0,145773,7.3871
Victor Iwuakor,Oklahoma,B12,26,18.5,4,52.2113,2.5769
Jalen Hill,Oklahoma,B12,30,26.3,3,63.7351,1.9333
Gabe Arizin,Richmond,A10,5,0.4,0,1.18167,0
Terry Ivery,Stetson,ASun,26,21.4,0,48.4094,1.9643
Ellis Jefferson,Lamar,Slnd,28,54.1,0,125712,5.4
D'Mauria Jones,Oral Roberts,Sum,16,5.1,0,11108,1.95
Toumani Camara,Georgia,SEC,31,58.8,29,129909,6.5625
Sahvir Wheeler,Georgia,SEC,30,64.8,0,126244,9.0323
Bryan Smith,Samford,SC,2,0.2,0,0.296739,1.2
Logan Padgett,Samford,SC,30,43.2,0,90.0013,2.3939
Tyrese Jenkins,Norfolk St.,MEAC,20,24,3,46.4315,4.5417
Donovan Gregory,Appalachian St.,SB,23,18.6,1,44.8752,1.75
Naim Miller,Mount St. Mary's,NEC,29,17.5,0,32.8087,1.3667
Holden Redparth,North Alabama,ASun,7,2.3,0,5.5385,0.6667
Doug Edert,Saint Peter's,MAAC,30,43.2,0,74.6024,7.8
Hassan Drame,Saint Peter's,MAAC,30,41.2,2,108309,4.5667
Eric Rustin,Tennessee Martin,OVC,25,22.9,1,44.0465,1.0741
Jalen Riley,Tennessee Martin,OVC,8,6.8,0,11.7374,1.1
Ja'darius Harris,Tennessee Martin,OVC,24,35.2,1,52.1667,2.9615
Isaac Aguiar,Tennessee Martin,OVC,22,14.5,0,26.5433,0.6667
Isaiah Lee,UC Irvine,BW,30,45.2,0,90.5556,3.2812
Miles Thomas,Tennessee Martin,OVC,27,65.7,10,117969,7.1379
Matt Johnson,St. Bonaventure,A10,21,16.3,0,35.2466,1.6818
Ja'Shonte Wright-Mcleish,Maine,AE,29,36.4,0,80.1218,2.6667
Robert Carpenter,St. Bonaventure,A10,14,6,0,15.3489,1
Cole Bajema,Michigan,B10,10,2.9,0,7.72652,2.6
Franz Wagner,Michigan,B10,27,66.1,8,171133,11.5556
Peter Stumer,Maine,AE,26,28.8,2,53.4948,2.8519
Taylor Schildroth,Maine,AE,11,2.6,0,6.30179,0.25
Trevin Knell,BYU,WCC,18,7.7,0,17157,1.5263
Gage Bobe,Evansville,MVC,4,0.9,0,1.71818,0
Braelen Bridges,Illinois Chicago,Horz,33,50.5,16,136393,8.3824
Jaylin Hunter,Old Dominion,CUSA,29,22.4,0,49.1006,2.3448
Jamaure Gregg,Northwestern St.,Slnd,25,52,10,123069,7.4643
Dimitris Karaiskos,Old Dominion,CUSA,4,0.3,,0.98061,0
Gatdoar Kueth,Northwestern St.,Slnd,24,18.8,0,39.5864,1.8519
Trenton Massner,Northwestern St.,Slnd,25,60.9,4,115193,9.5926
Jovan Zelenbaba,Northwestern St.,Slnd,27,36.6,1,74.8083,4.3667
Nikos Chougkaz,Northwestern St.,Slnd,26,60.5,11,159125,9.1724
Robert Chougkaz,Northwestern St.,Slnd,11,2.9,0,4.84849,1.3077
Rob Banks,Cincinnati,Amer,3,0.2,,0.332204,0
Mika Adams-Woods,Cincinnati,Amer,29,50.2,0,106202,5.0345
Robby Robinson,Nevada,MWC,31,47.5,4,121427,2.6774
Gabe Bansuelo,Nevada,MWC,9,1.2,0,1.67627,0
Kane Milling,Nevada,MWC,31,29.2,1,64.2768,2.2903
Zane Meeks,Nevada,MWC,31,41.5,8,97.0912,6.4194
"Michael Brown, Jr.",Ohio,MAC,4,0.7,0,1.87363,1.3333
Ben Roderick,Ohio,MAC,23,37,0,72.0043,5.9565
David Johnson,Louisville,ACC,27,34.5,9,86.3189,6.3333
Lunden McDay,Ohio,MAC,29,69.3,2,128274,8.1613
Jaxon Brenchley,Utah,P12,31,44.8,0,98.7539,4.1935
Zeke Nnaji,Arizona,P12,32,75.8,34,207473,16.0938
Garrett Shaw,Texas St.,SB,6,0.8,0,1.38097,875
Elias Ballstaedt,Utah,P12,13,6,0,12.2805,1.6154
Kobe Langley,UNC Greensboro,SC,18,6.6,0,18.6582,0.8947
Eli Lawrence,Middle Tennessee,CUSA,28,36.8,5,79.4432,5871
Sean Kromah,Middle Tennessee,CUSA,6,1.2,0,3.21665,0.2222
Josh Kunen,San Francisco,WCC,33,50.7,0,122802,4.3235
Shamar Wright,SIU Edwardsville,OVC,29,50,3,104835,6.1613
Jimmy Bell Jr.,Saint Louis,A10,30,36,5,72731,3.7742
Yuri Collins,Saint Louis,A10,30,77.8,0,167073,5.3871
Samuell Williamson,Louisville,ACC,31,38.3,9,83.7621,4.4194
Hidde Roessink,Oklahoma St.,B12,20,10.9,2,23.8513,0.75
Javonte Perkins,Saint Louis,A10,30,66.8,4,136.67,15
Hogan Orbaugh,Louisville,ACC,5,0.3,,0.498294,0
Gibson Jimerson,Saint Louis,A10,11,20.4,0,34.1585,9.8182
Terrence Hargrove Jr.,Saint Louis,A10,24,23.6,15,49.2592,5.36
Quinn Slazinski,Louisville,ACC,16,3.6,0,7.81906,0.9375
Phoenix Ford,UTSA,CUSA,7,1.4,0,2.18828,1.3333
Seth Pinkney,Quinnipiac,MAAC,30,27.9,29,79.1493,3.0333
Nathan Brusseau,Nebraska Omaha,Sum,10,3.3,0,6.30675,1.1818
Kendall Lewis,Appalachian St.,SB,31,56.3,23,147518,7.3939
Justin Webster,Hawaii,BW,26,53.4,0,95.7727,8.7778
Kameron Ng,Hawaii,BW,10,5.1,0,8.09295,1.6364
Darrius Hughes,Nebraska Omaha,Sum,29,25.7,5,60.4792,3.3667
Mysta Goodloe,USC Upstate,BSth,23,15.3,0,33.5608,1.64
J.C. Tharrington,Appalachian St.,SB,6,0.6,0,0.827857,0.5
Marlon Ruffin,Nebraska Omaha,Sum,31,50.6,1,111369,8.7812
Sami Ismail,Loyola Chicago,MVC,2,0.2,0,0.373973,0
Jalyn McCreary,South Carolina,SEC,27,24.9,5,62.0944,4.1111
Jatayveous Watson,USC Upstate,BSth,19,15.4,4,37.5611,2.5
Wildens Leveque,South Carolina,SEC,30,23.5,8,63431,2.4333
Jaime Jaquez Jr.,UCLA,P12,30,66,7,154554,8871
Gregory Hammond,Rhode Island,A10,5,1.1,0,2.50245,1
De'Sean Allen-Eikens,North Dakota,Sum,30,75.8,5,146998,13.7576
Goran Miladinovic,Marshall,CUSA,28,22.3,2,55.6924,3.7931
Taz Sherman,West Virginia,B12,31,32.7,2,70.0244,5.3226
Zach Iyeyemi,Houston Baptist,Slnd,23,13,0,24.1346,2.0435
Gertautas Urbonavicius,North Dakota,Sum,30,18.3,1,37.4834,3.1515
Brady Danielson,North Dakota,Sum,30,49.6,0,98.1596,3.1212
Myles Pierre,Houston Baptist,Slnd,29,54.8,0,109981,8.1379
Ty Gibson,Maryland Eastern Shore,MEAC,18,30.7,1,58.7656,7.3158
Jalen Cincore,Georgia Southern,SB,7,0.6,0,3.18233,0.5
Bruce Guy,Maryland Eastern Shore,MEAC,26,24.4,1,55.5209,4.8077
Malachi Rhodes,Bucknell,Pat,22,9.1,2,22.3312,1.1364
Quinton Morton-Robertson,Radford,BSth,17,6.6,0,10.9933,1.3158
Ciaran Brayboy,Harvard,Ivy,5,1,0,2.72041,0.8333
Xander Rice,Bucknell,Pat,34,31.9,0,72.7831,2.3529
James Bishop,LSU,SEC,16,11,0,20.1131,3.0625
Samad Qawi,Wisconsin,B10,7,0.6,0,0.79267,0
Courtland Cuevas,Wisconsin,B10,6,0.5,0,1.61826,0.1667
Edward Oliver-Hampton,Hampton,BSth,29,39.4,3,93.9561,4.75
Chris Shelton,Hampton,BSth,18,10.2,0,17.8859,2.5238
Daniel Bannister,Hampton,BSth,18,9.8,0,20.9621,1.4762
Saheem Anthony,Hampton,BSth,9,6.2,0,10.8786,2.4545
Jehloni James,Georgia Tech,ACC,1,0,1,0.0490626,2
Niko Broadway,Georgia Tech,ACC,2,0.2,0,0.231573,0.6667
Chayce Smith,Pittsburgh,ACC,1,0.2,,0.591943,0
Isaiah Cozart,Western Kentucky,CUSA,18,7.2,1,15.3822,0.7368
Chandler Turner,Bowling Green,MAC,11,4.9,0,10.3306,2.0769
Roti Ware,Stephen F. Austin,Slnd,28,66.5,4,145543,9.4516
Trey Diggs,Bowling Green,MAC,29,45.9,0,93.8725,7.5484
Isaac Elsasser,Bowling Green,MAC,4,0.3,0,0.436856,0.6667
Davin Zeigler,Bowling Green,MAC,23,19.9,1,42.5639,2.12
Sama'zha Hart,Stephen F. Austin,Slnd,22,13,3,27.8284,3.24
Chereef Knox,Saint Joseph's,A10,26,32.6,0,71.8121,4.2308
Rahmir Moore,Saint Joseph's,A10,30,63,4,118974,7.3
Ryan Langborg,Princeton,Ivy,20,31,0,52325,4.4
Jawaun Daniels,Prairie View A&M,SWAC,3,1.2,0,1.53114,0
Murray Grant,Prairie View A&M,SWAC,2,0.3,0,0.467893,0
Brady Spence,The Citadel,SC,21,21,5,45247,5.4167
Javen Hedgeman,Prairie View A&M,SWAC,3,2.3,0,4.23069,2.5
Mike Green,South Carolina,SEC,8,1.2,0,4.29115,1125
Khalil Johnson,Denver,Sum,10,2.3,0,3.09297,0.6
Trae Hannibal,South Carolina,SEC,26,26.5,9,84.1247,4
Robert Jones,Denver,Sum,30,58.8,11,135485,9.0323
Caleb Coleman,Prairie View A&M,SWAC,8,4.6,1,9.94018,1.75
Dreshawn Allen,Western Illinois,Sum,21,22.8,0,38.8183,2.6522
Jordan King,Siena,MAAC,30,44.5,0,81.5662,4.7
Rob Higgins,St. Francis NY,NEC,30,72.2,0,130316,11129
Rob McClain Jr,UT Rio Grande Valley,WAC,26,34.5,4,64.3842,2.6333
Trey Quartlebaum,St. Francis NY,NEC,23,9.6,0,18.5124,1.5833
Connor Raines,UT Rio Grande Valley,WAC,24,26.5,0,47.0669,3.8571
Chris Freeman,UT Rio Grande Valley,WAC,23,43.2,0,68.8858,6.4231
David Appelgren,Wofford,SC,9,2,0,3.98035,0.2222
Ali Ali,Akron,MAC,29,27.8,1,59.5152,1129
Camron Reece,Akron,MAC,28,38.7,23,93.3323,5.9
Carl Gibson,Hofstra,CAA,4,0.2,,0.309331,0
Jermaine Hamlin,Illinois,B10,15,4.3,2,9.38136,0.9375
Greg Tribble,Akron,MAC,29,40.5,3,79.3531,3.0323
Chol Marial,Maryland,B10,12,5.3,3,14928,0.8333
Hakim Hart,Maryland,B10,18,9,0,15.2605,1.5556
Mitch Doherty,Albany,AE,7,2,0,4.44666,375
Trey Hutcheson,Albany,AE,31,65,6,147032,6.6875
John Ojiako,Virginia Tech,ACC,31,24.5,15,68.3523,2.7419
Alex Ducas,Saint Mary's,WCC,32,35.7,1,72.5058,3.5312
Kyle Bowen,Saint Mary's,WCC,30,24,2,57.0199,1.7
Nahiem Alleyne,Virginia Tech,ACC,32,63.5,2,124853,8.7812
Jackie Harris,Oakland,Horz,25,12.6,0,20726,1.3846
Jalen Cone,Virginia Tech,ACC,32,45,0,79.2793,7.9688
Hunter Cattoor,Virginia Tech,ACC,31,47.9,2,122919,6.5484
Keaston Willis,Incarnate Word,Slnd,28,76.5,0,123919,13.2903
Zyon Dobbs,James Madison,CAA,16,8,0,15.8863,1.3529
Demond Robinson,Murray St.,OVC,27,31.6,15,94.4307,6.1724
Grant Van Beveren,Wake Forest,ACC,5,0.3,0,0.423245,0.4
Ismael Massoud,Wake Forest,ACC,31,29.9,0,74.7632,4.8065
Donovan Ivory,UMass Lowell,AE,2,0.4,,0.502452,0.6667
Ody Oguama,Wake Forest,ACC,31,36.5,5,95.5558,2.9355
Courtney Brown Jr.,Milwaukee,Horz,29,50.9,1,102059,4.5806
Tre' Williams,Minnesota,B10,31,40.3,1,83.9904,3.0645
Tasos Kamateros,South Dakota,Sum,11,5.1,0,10.8603,2.6154
Nathaniel Stokes,Bryant,NEC,10,5.3,0,11.2321,1.1
Charles Pride,Bryant,NEC,28,55.8,0,121772,8.1724
Keyshaad Dixon,Idaho,BSky,29,51.2,0,114905,3.5484
Michael Green III,Bryant,NEC,31,63.3,0,116717,9.2812
Precious Achiuwa,Memphis,Amer,31,75.3,47,256167,15.7742
Jake Laravia,Indiana St.,MVC,29,62.4,10,132.9,9.4333
Max Farthing,North Carolina St.,ACC,12,1.9,0,3.95039,0.3333
Romeo Weems,DePaul,BE,31,75,15,183237,7.9688
James Wiseman,Memphis,Amer,3,5.5,9,19713,19.6667
Markese Jacobs,DePaul,BE,20,13.8,0,25.5419,3.1905
Seikou Sisoho Jawara,Loyola Marymount,WCC,28,36.2,0,69.8614,4.3793
Armaan Franklin,Indiana,B10,32,34.4,0,73.6437,3.7188
Jairus Roberson,Northwestern St.,Slnd,27,60.5,0,84.9484,11.8667
Bryson Etienne,Texas Southern,SWAC,31,46.1,0,113036,7.1875
Eric Lovett,FIU,CUSA,29,49.4,0,88.7839,8.5312
AJ McBride,UNC Asheville,BSth,6,1.5,0,3.14334,1.75
Marion Humphrey,San Diego,WCC,31,74.8,7,173722,6.4062
Tyrell Terry,Stanford,P12,31,78.2,4,202458,14.6452
Jamon Battle,UNC Asheville,BSth,27,20.3,0,51.4288,1.6897
Ryan Moffatt,Colgate,Pat,16,6.9,0,15.5886,1.0588
Trent Stephney,UNC Asheville,BSth,29,46.4,0,100772,2871
Kaezron Washington,Arkansas Pine Bluff,SWAC,2,0.3,,0.412008,0
Terence Porter Jr.,Charleston Southern,BSth,5,6.4,0,13.5632,3.3333
Timmy Kiggins,Bryant,NEC,8,0.5,0,2.01934,0.5556
Isaiah Haralson,Arkansas Pine Bluff,SWAC,24,14,0,17.2378,0.84
Tahj Small,Troy,SB,27,38.1,0,85.5699,4.5517
Nicholas Jones,Arkansas Pine Bluff,SWAC,4,4.3,0,7.51953,4.8
Yahuza Rasas,Texas Southern,SWAC,30,62.3,4,158893,9.8387
Jiovanni Miles,Green Bay,Horz,7,1.6,0,2.50872,2125
Cameron Billups,High Point,BSth,7,0.8,0,1.04675,125
Ryan Ayers,High Point,BSth,6,0.8,0,1.91303,0.2857
Elijah Morgan,Notre Dame,ACC,12,1.9,0,3.0133,0.5833
Cameron Shaw,Morgan St.,MEAC,10,2.4,0,4.97459,0.1538
Mohamed Konate,Youngstown St.,Horz,1,0.1,,0.0972494,1
Thai're Vance,Morgan St.,MEAC,3,0.6,0,0.723552,0.4
Peter Sorber,Morgan St.,MEAC,18,8.1,0,15.9212,1.4762
Jarred Hyder,Fresno St.,MWC,26,70,0,114484,9.0769
Evan Taylor,Lehigh,Pat,26,52.7,1,110293,7.6429
Kennedy Koehler,UC Davis,BW,30,49.7,0,112532,5.7812
Ezra Manjon,UC Davis,BW,30,77.4,1,147596,12125
Reed Myers,Rice,CUSA,2,0.3,,0.329636,0
Max Fiedler,Rice,CUSA,18,18.1,0,50.0976,2.65
Festus Ndumanya,Cal St. Northridge,BW,27,33.4,7,64.9555,3.4138
Ade Adebayo,UC Davis,BW,27,18.3,0,33.6175,1
Oliver Gehrke,UC Davis,BW,5,4,0,7.21575,1.5
Zach Crisler,Rice,CUSA,21,16.3,0,35.0784,2.4783
C.J Hyder,Fresno St.,MWC,3,0.6,0,0.676794,0.5
Braden Bell,Marist,MAAC,30,54.9,4,129443,8.2333
Anthony Holland,Fresno St.,MWC,28,57,1,118792,4.1034
Lincoln Wieseman,Milwaukee,Horz,3,0.3,0,0.801555,0.4
Jacob Toppin,Rhode Island,A10,30,45.7,17,101724,5.0667
Jake Betlow,Lehigh,Pat,23,18.6,0,36.1489,2.28
Darrious Agnew,Southeast Missouri St.,OVC,20,18.8,0,44.0654,4.6818
Reed Fenton,Lehigh,Pat,30,64.5,2,122182,6.7188
Ryan Rapp,Washington St.,P12,19,10.7,0,21.6292,1.5789
Noah Williams,Washington St.,P12,29,49,6,131052,6.1724
Nobal Days,Tulane,Amer,30,53.2,2,116065,2.8667
Alex Hemenway,Clemson,ACC,15,14.7,0,23.3024,4.8
Jamir Chaplin,South Florida,Amer,20,7.1,2,13.8013,0.9
Charlie Russell Jr.,Tulane,Amer,11,4.9,1,14.4689,0.5455
B.J. Mack,South Florida,Amer,19,11.5,0,24.4315,2.0526
Chase Hunter,Clemson,ACC,9,13.9,0,28.7636,5.3333
Al-Amir Dawes,Clemson,ACC,31,73.8,0,157332,9
Tyler Saint-Furcy,Marist,MAAC,30,59.1,8,137803,6.4
Kofi Cockburn,Illinois,B10,30,68.9,35,179944,13.3226
Devante Carter,Norfolk St.,MEAC,24,60.6,1,146551,9.6786
Geronimo Warner,Jackson St.,SWAC,3,1.5,0,2.29552,0
Kenneth Lewis,Jackson St.,SWAC,7,3.2,0,5.00212,1.2857
Yoro Sidibe,Norfolk St.,MEAC,21,21.1,5,43.6773,3625
Jonas James,Jackson St.,SWAC,30,68.3,0,132392,8.2581
Lane Hartley,Louisiana Tech,CUSA,6,0.6,0,0.736977,1.4286
Rocket Watts,Michigan St.,B10,27,48.5,0,98.4911,9037
Malik Hall,Michigan St.,B10,31,39.9,11,96.8149,4.6129
Tyrell Jones,Auburn,SEC,11,3,0,10.1668,0.8182
Javon Franklin,Auburn,SEC,5,0.4,,0.858687,0
Allen Flanigan,Auburn,SEC,31,33.5,1,75.4708,3.2258
Jaylin Williams,Auburn,SEC,14,7.9,7,24.8233,2.4286
Julius Marble,Michigan St.,B10,27,12.2,8,28.9109,1.7407
Steven Izzo,Michigan St.,B10,12,1.2,0,4.05443,0
Isaac Okoro,Auburn,SEC,28,69.3,19,154441,12.8571
John Buggs III,Massachusetts,A10,4,2.6,0,5.50103,0.5
Khalif Battle,Butler,BE,24,21.1,2,46.8571,3
Damion Baugh,Memphis,Amer,31,51.1,5,142425,4.0968
Ellis Magnuson,Eastern Washington,BSky,29,61.2,0,108562,5.8065
Christopher Agbo,Indiana St.,MVC,11,5.2,0,11.8139,1.4167
Boogie Ellis,Memphis,Amer,31,60.6,3,156578,8.0323
Titus Wright,Western Michigan,MAC,30,51.4,12,105206,6.2188
Chase Graham,North Carolina St.,ACC,13,1.5,0,4.1807,0.6154
Ron Mitchell,UMass Lowell,AE,29,60.5,2,130.64,8.4667
Amari Davis,Green Bay,Horz,31,72.3,2,156508,15.7879
EJ Jarvis,Yale,Ivy,8,1.6,1,3.64308,2.1
Josh Corbin,Winthrop,BSth,7,3.7,0,6.16979,4.1111
Dante Wilcox,FIU,CUSA,5,2.1,0,4.49497,1.1667
Fred Cleveland Jr,North Carolina A&T,MEAC,28,48.1,0,112045,9.0345
August Mahoney,Yale,Ivy,27,24.4,0,46.5739,3.6207
Spencer Jones,Stanford,P12,32,71.1,2,164138,8.7812
Chase Claxton,Winthrop,BSth,32,51,35,122.37,6.9412
Neal Begovich,Stanford,P12,2,0.2,,0.364179,0
James Keefe,Stanford,P12,30,21.3,6,55.6402,2.2
Tyler Zivney,Stephen F. Austin,Slnd,11,2.7,0,5.23517,1.8571
Dario Milojevic,Mississippi Valley St.,SWAC,19,13.2,1,28.3068,0.8095
Gebreal Samaha,Mississippi Valley St.,SWAC,24,29.1,1,65609,2
Quinton Alston,Mississippi Valley St.,SWAC,30,49.5,10,130609,6.8125
Richard Jones,Mississippi Valley St.,SWAC,3,0.7,0,1.28096,0.3333
Cossy Kowouto,Mississippi Valley St.,SWAC,17,12.3,0,30383,1.5789
Christian Ings,Rider,MAAC,30,46.2,2,96.2815,4.8667
Tyreke Locure,South Alabama,SB,26,36.8,0,77.8023,5.2414
Jimmy Clark III,VCU,A10,17,9.8,1,22.9428,2.1176
Nah'Shon Hyland,VCU,A10,31,51.3,1,116156,9
Lazar Zivanovic,Loyola Marymount,WCC,22,15.2,2,27.3353,1913
Josiah Allick,UMKC,WAC,27,38.3,1,81.2486,5.6667
Shykeim Phillips,UNC Wilmington,CAA,27,61.8,1,137701,9.4667
Keli Leaupepe,Loyola Marymount,WCC,31,54.9,2,102336,9.0938
Pavel Zakharov,Gonzaga,WCC,19,6.3,2,17.4752,1.8947
Anton Watson,Gonzaga,WCC,15,16.8,6,57.7125,4.8667
Darion Spottsville,Eastern Michigan,MAC,28,60.5,0,109538,4125
Nigel Haughton,Towson,CAA,4,0.4,,0.478166,3.4
Jason Gibson,Towson,CAA,30,63.8,0,111421,8.5161
Charles Thompson,Towson,CAA,30,37.6,7,76.9799,3129
Niven Hart,Fresno St.,MWC,25,36.2,8,65.9038,8.7308
N'faly Dante,Oregon,P12,12,12.7,8,37.2381,5.8333
Trey Calvin,Wright St.,Horz,30,45.3,0,106581,4.7812
Larry Kuimi,Tennessee Tech,OVC,27,23.8,8,53.4385,2.8966
Pat Spencer,Northwestern,B10,31,72.6,5,159375,10.3871
Demarkus Lampley,Sam Houston St.,Slnd,24,39.6,0,77.4972,8.0357
Bryan Antoine,Villanova,BE,16,7,1,14.3764,1125
Terryonte Thomas,Sam Houston St.,Slnd,26,23,0,42.0226,3.3667
Evan Buckley,Duquesne,A10,20,9.8,0,14.4954,0.5
Luke Bumbalough,Ball St.,MAC,30,65.4,0,116186,7
Jay Heath,Boston College,ACC,31,79.9,0,175701,12871
Julian Rishwain,Boston College,ACC,30,34.7,0,81.9886,4.3333
CJ Felder,Boston College,ACC,31,49.3,13,116.53,5.6452
Tre Jackson,Iowa St.,B12,31,52.2,0,110458,4.2903
Kk Curry,South Alabama,SB,21,17.3,1,33.4335,2.8696
Drew Timme,Gonzaga,WCC,33,50.9,7,146403,9.7879
Martynas Arlauskas,Gonzaga,WCC,25,10.1,2,24.3824,1.24
Brian Tolefree,UNC Wilmington,CAA,29,64,1,100655,6.0938
Adam Sizemore,South Alabama,SB,4,0.4,,1.36977,0.7143
Craig Beaudion,Cleveland St.,Horz,24,57.9,2,125448,10
Anthony Walker,Miami FL,ACC,25,25.7,7,63.1182,3.28
Dearius Henyard,Grambling St.,SWAC,4,0.5,0,1.01766,1.5714
Abdullahi Mohamed,Eastern Washington,BSky,11,3.3,0,6.05965,2.3846
Justin Patterson,Towson,CAA,5,0.5,0,1.27964,1.6667
Keishawn Davidson,Tennessee Tech,OVC,29,75.8,0,139404,9
Glen Anderson,Maryland Eastern Shore,MEAC,31,65.8,0,138828,3.7188
Tom Welch,Loyola Chicago,MVC,27,14.2,0,31.5539,1.75
Ja'Monta Black,Missouri St.,MVC,32,47.1,0,98.3512,3.1875
Marquise Kennedy,Loyola Chicago,MVC,31,52.2,9,135093,9.1875
Justin Champagnie,Pittsburgh,ACC,33,80.9,24,211005,12697
Karim Coulibaly,Pittsburgh,ACC,26,18.3,1,37.5819,2.6923
Gerald Drumgoole Jr.,Pittsburgh,ACC,21,14.3,0,25.3046,1.1905
Nico Aguirre,Idaho St.,BSky,16,13,0,20.4118,2.2778
Coreyoun Rushin,Idaho St.,BSky,27,45.3,8,92.4937,3.8621
Jacco Fritz,Canisius,MAAC,29,59.1,2,124176,7069
Jovan Stulic,Little Rock,SB,28,53.1,3,98.2951,5.4828
Ruot Monyyong,Little Rock,SB,30,80.9,55,239.01,11.9355
Ryan Wade,Holy Cross,Pat,31,76,0,118431,5.7812
Kobe Brown,Missouri,SEC,30,43.5,7,109746,5.8
Armon Harried,Canisius,MAAC,32,57.5,2,142352,6.5938
Ashton Smith,Chattanooga,SC,6,1.1,0,1.99067,875
Tyler Wahl,Wisconsin,B10,31,38.6,1,90.2081,2.6129
Blaze Nield,BYU,WCC,17,4.1,0,6.72165,0.8333
Nate Lliteras,Longwood,BSth,2,0.2,0,0.217856,0
Addison Patterson,Oregon,P12,28,24.4,11,52.0273,4.6429
Josh Watts,Brown,Ivy,13,5.1,0,8.0158,0.5
Kyky Tandy,Xavier,BE,25,35.4,0,66.5061,6.72
Lazar Nekic,Loyola Marymount,WCC,18,9.3,2,19.4637,1.2632
Xavier Mayo,NJIT,ASun,28,19.7,0,40.1629,1.75
Tyrese Potoma,Cleveland St.,Horz,20,10.6,0,15.0928,2.6667
Levar Williams,NJIT,ASun,27,27.4,0,47.4814,3.5714
Ben Seidel,St. Francis PA,NEC,5,0.4,0,0.50441,0.8333
Yeikson Montero,Eastern Michigan,MAC,28,59.5,0,127202,9.4062
Thomas Binelli,Eastern Michigan,MAC,24,52.2,0,101904,8.6
Shamar Dillard,Eastern Michigan,MAC,24,19.1,1,32.7727,3.25
Marcus Gibbs,Eastern Michigan,MAC,3,3.3,0,4.70208,1.3333
Ville Tahvanainen,Bradley,MVC,32,48.3,1,103406,6.5758
Chris James,Eastern Michigan,MAC,23,31.1,2,62.9236,4.4074
Antonio Thomas,Bradley,MVC,32,24.1,0,52.3292,1.6364
Jaden Stanley-Williams,Morehead St.,OVC,15,14.9,1,26617,3.5882
Benjamin Bosmans-Verdonk,Illinois,B10,8,4,0,9.67927,1.2222
Daylen Williams,Cleveland St.,Horz,14,9.4,1,28.0992,1.8
Jahmal Wright,Maryland Eastern Shore,MEAC,2,0.2,,0.286599,0
Alondes Williams,Oklahoma,B12,31,41.5,13,84.4572,6.0323
Noel Coleman,San Diego,WCC,23,16.6,0,33.4475,2.4167
Sabry Phillip,San Diego,WCC,23,7.7,1,16.1439,1.1667
Mikal Gjerde,San Diego,WCC,9,1.5,0,4.04864,0.6
