player_name,team,conf,GP,Min_per,dunksmade,stops,pts
Kelson Stewart,Arkansas Little Rock,SB,1,0.2,,0.291046,0
Tobias Mahone,Bethune Cookman,MEAC,28,36.1,,79.1406,4.8214
Brian Gilmore,American,Pat,32,80.3,,172901,12.4688
Julius Coles,Canisius,MAAC,31,81.8,,173763,12.0968
Michael Sands,Yale,Ivy,23,29.3,,51.0683,3.1739
Raffi Mantilla,Yale,Ivy,18,11.9,,20.2648,1.1667
Robert Goldsberry,Canisius,MAAC,28,47.6,,99.3356,2.2857
Greg Logins,Canisius,MAAC,31,61.9,,156109,11.2903
Tori Boyd,Illinois Chicago,Horz,30,65.6,,137372,9.3
Conor Turley,Penn,Ivy,20,12.3,,28.7994,0.95
Garrett Fiddler,Yale,Ivy,27,55.2,,102006,5.7407
Porter Braswell,Yale,Ivy,26,48.1,,88.4685,4.6154
Jamal Breaux,Grambling St.,SWAC,16,36.8,,62.1507,5.5
Ben Louis,James Madison,CAA,32,34,,101.52,3.0312
Sean Grzeck,Fairfield,MAAC,17,5.1,,10.1258,0.7647
Elton Frazier,Canisius,MAAC,31,54.3,,124306,5.9677
Ismaila Traore,Saint Peter's,MAAC,30,43.8,,81.0145,1.7333
Terrence Parkes,Delaware St.,MEAC,27,19.8,,33.8536,2037
Tryl Hartfield,Detroit,Horz,23,16.7,,24.4341,1.8696
Jamie Graham,Vanderbilt,SEC,5,0.8,,1.02123,0
Marques Cox,Stony Brook,AE,28,54.6,,128423,1.6071
Antoine Perry,Norfolk St.,MEAC,24,10.9,,19172,375
Kurt Graeber,Dartmouth,Ivy,27,37.4,,73273,2.1481
Nick Walsh,Manhattan,MAAC,20,8.9,,18.3806,1.65
Damion James,Texas,B12,35,73.3,,233236,15.4286
Dominic Calegari,UC Davis,BW,32,65.2,,144809,11.0312
Dexter Pittman,Texas,B12,35,41.1,,122881,10.1143
David Carter,UC Davis,BW,31,38.3,,84.2583,4.2903
Vince Oliver,UC Davis,BW,32,81.9,,160264,15.4062
Luke Pelullo,Lehigh,Pat,4,0.3,,0.838668,0
Josh Barnes,Southern Miss,CUSA,2,0.3,,0.391587,0
Sai'Quon Stone,Southern Miss,CUSA,6,14.8,,28.9223,5
Bryson Brewer,Southern Miss,CUSA,10,6.9,,9.30107,0.7
Yorel Hawkins,Fairfield,MAAC,32,68.9,,153492,8.4375
Doneal Mack,Memphis,CUSA,37,62.6,,140318,8.7027
Justin Mason,Texas,B12,35,74.5,,172429,6.0857
Willie Kemp,Memphis,CUSA,36,32.7,,86.5508,2.9444
Ben Uzoh,Tulsa,CUSA,35,89.1,,231353,13.9143
Taylor Young,UCF,CUSA,30,54,,107368,3.1333
Antonio Ballard,Miami OH,MAC,23,45.7,,105.32,6.7391
Jim Ledsome,Delaware,CAA,32,63.1,,164876,5.5312
Harrison Smith,Texas,B12,14,7.2,,16.5126,1.8571
Rocky Coleman,Towson,CAA,29,29.8,,53.6313,4.6207
Tim Crossin,Towson,CAA,17,6.4,,12.5622,1.5882
Will Foster,Gonzaga,WCC,23,11.7,,40.2135,1087
Andrew Hayles,Alabama St.,SWAC,30,84.7,,151786,13.3333
Calvin Betts,Buffalo,MAC,32,69.2,,176213,9125
Michael Strittmatter,Princeton,Ivy,8,7.3,,16.0772,1.75
Jason Briggs,Princeton,Ivy,25,33.8,,63.0608,2.16
John Boyer,Buffalo,MAC,33,42.2,,97.7573,2.7576
Nate Mensah,Santa Clara,WCC,6,1,,2581,0
Milan Prodanovic,Iona,MAAC,31,67.3,,148917,6871
Tavarus Alston,North Carolina A&T,MEAC,29,70,,160267,10.8276
Robert Johnson,North Carolina A&T,MEAC,28,65.9,,132892,9.2143
Tray Britt,New Mexico St.,WAC,5,1,,2.73739,0.4
Wesley Clemmons,Southern Illinois,MVC,30,49.3,,90.8717,4.1667
Tony Boyle,Southern Illinois,MVC,30,62.2,,135259,9.6
Wquinton Smith,Wisconsin,B10,8,0.7,,0.905781,0.25
Kirill Pishchalnikov,VCU,CAA,34,51.4,,131863,5.2059
Nick Larson,Northern Arizona,BSky,25,52.9,,86.1022,2.92
Eric Boateng,Arizona St.,P10,31,17.8,,47.0904,1.8387
Tyler Hansbrough,North Carolina,ACC,34,69.3,,223742,20.7059
Bobby Frasor,North Carolina,ACC,37,43.3,,111.58,2.6216
Adrian Thomas,Miami FL,ACC,31,42.9,,87.0683,5.0645
Danny Green,North Carolina,ACC,37,68.6,,234.1,12.7297
Marcus Ginyard,North Carolina,ACC,3,2.5,,6.74187,1.3333
Brian Asbury,Miami FL,ACC,31,60,,144639,7.8387
Jefferson Mason,Northern Colorado,BSky,6,12,,29.0945,9.6667
Jimmy Graham,Miami FL,ACC,29,43.5,,132673,4069
Zam Fredrick,South Carolina,SEC,31,79.8,,151.13,15.4516
Ed Jones,North Carolina A&T,MEAC,29,73.7,,167845,12.6207
Dan Nelms,Davidson,SC,28,10.2,,21134,0.6786
Kam Shepherd,North Carolina A&T,MEAC,29,31.6,,69.2683,1.3793
Ryan Brown,Mississippi,SEC,11,1.3,,3.50079,0.2727
Paul Debnam,Virginia Tech,ACC,5,0.4,,0.837532,0.8
Wade Knapp,Missouri St.,MVC,31,59,,119505,9
Paul Velander,Nebraska,B12,31,57.1,,103892,7129
Tony Davis,UCF,CUSA,22,44,,118202,9.8182
Lucas Newton,Duquesne,A10,2,0.6,,0.780006,0.5
Jimmy Sherwood,Duquesne,A10,2,1.2,,2.7939,2.5
Devin White,Northwestern St.,Slnd,18,27.4,,85.5201,8.8333
Ashton Mitchell,Sam Houston St.,Slnd,26,75.7,,150691,13.2692
J.P. Prince,Tennessee,SEC,31,59.9,,169156,9.9032
Fendi Onobun,Arizona,P10,30,13.6,,28.8415,1.0333
Maurice Acker,Marquette,BE,33,38.1,,89.7288,2.8485
David Bagga,Arizona,P10,8,0.9,,2.57468,1125
Pat Nelson,Green Bay,Horz,30,24.6,,59.4431,1.0333
Mitchell Hampton,Louisiana Monroe,SB,18,20.7,,41.4525,2.2778
Alex Tyus,Florida,SEC,36,65.6,,174931,12.5278
Joey Rodriguez,VCU,CAA,34,79.2,,184.3,9.3529
Jonathan Gibson,New Mexico St.,WAC,31,72.4,,151738,14129
Lawrence Westbrook,Minnesota,B10,31,58.1,,106387,12.5806
Decensae White,Santa Clara,WCC,10,13.7,,28.4076,3.4
Esmir Rizvic,Texas Tech,B12,13,10.2,,22.3076,1.0769
Rogdrick Craig,Texas Tech,B12,23,11.5,,24.6165,2.2174
Jimmy O'Sullivan,Fairfield,MAAC,17,2.9,,5.53355,0.2941
Heiden Ratner,James Madison,CAA,32,21.2,,55.7294,1.9688
Aaron Jackson,Duquesne,A10,34,90.5,,224353,19.3235
David Weaver,Wake Forest,ACC,30,23.8,,60.9438,2.1333
Kevin Schafer,Monmouth,NEC,13,8.1,,15.9929,1.1538
Ronnie Thomas,Wright St.,Horz,32,37,,87.5819,3.9062
Harvey Hale,Wake Forest,ACC,29,27.1,,75.9771,4.1034
Dinma Odiakosa,Illinois St.,MVC,34,63.9,,167912,8.7353
Marcus Van,Central Michigan,MAC,26,60.9,,147612,12.9615
Joe Jakubowski,Bowling Green,MAC,31,77.8,,145586,7.7419
Antonio Anderson,Memphis,CUSA,37,85.5,,232741,10.2432
Sharaud Curry,Providence,BE,33,79.2,,154.45,11.6667
Larry Williams,Auburn,SEC,14,2.8,,6.61015,0.2143
Jonathan Kale,Providence,BE,33,63.7,,154017,10.0909
Jessie Burton,South Carolina St.,MEAC,27,69.6,,121637,7.2593
Jason Johnson,South Carolina St.,MEAC,27,63.9,,167223,13.9259
Anthony Gatlin,Centenary,Sum,27,38.9,,73.3215,4.7037
Carrio Bennett,South Carolina St.,MEAC,27,66.4,,114537,7.4074
Pierre Brown,Mount St. Mary's,NEC,26,20.3,,38.9094,3.5385
Kevin Jones,Mount St. Mary's,NEC,9,0.8,,1.81891,0.2222
R.J. Rutledge,Monmouth,NEC,23,37.4,,68.0521,7.6087
Nick DelTufo,Monmouth,NEC,30,27.2,,55549,1.9667
Shawn Atupem,Mount St. Mary's,NEC,33,59.7,,123649,9.5758
Gary Patterson,IUPUI,Sum,24,78.2,,112905,9.5833
Jay Tunnell,Indiana St.,MVC,31,71.8,,160.15,12.6129
Alvin Mitchell,Cincinnati,BE,30,44,,90.9777,6.5
Rashad Bishop,Cincinnati,BE,31,64.4,,148788,5.3548
Darnell Wilks,Cincinnati,BE,29,19.5,,52.3732,2
Larry Davis,Cincinnati,BE,31,53.7,,96.3465,6871
Terrell Williams,La Salle,A10,29,26,,57.8607,2.7241
Jerrell Williams,La Salle,A10,27,41.3,,98.8492,6.4074
Darryl Partin,La Salle,A10,28,28,,50.0452,4.6429
Manny Adako,Northeastern,CAA,30,62.4,,125155,11.3333
Greg Hamlin,East Tennessee St.,ASun,32,57.4,,175643,4.9375
Ibrahim Appiah,High Point,BSth,16,8.7,,16.3822,0.75
Earnest Bridges,High Point,BSth,21,19.9,,34.3888,3.5714
Jonathan Perry,Campbell,ASun,5,0.6,,0.69726,0
Anthony Breeze,Coastal Carolina,BSth,24,52.7,,110037,9.8333
Lester Hudson,Tennessee Martin,OVC,30,90.6,,247094,27.7333
Omar Carter,Charleston Southern,BSth,26,72.5,,146.29,12.5769
Tovi Bailey,Charleston Southern,BSth,25,61.7,,91.8535,5.44
Kristof Ongenaet,Syracuse,BE,33,33,,121472,3.0909
Sean Williams,Syracuse,BE,11,1.6,,4.67773,0
Dwayne Jackson,Binghamton,AE,16,31.6,,65.9199,11.8125
Brandon McThay,Lamar,Slnd,26,80.2,,130991,12.2692
Rick Jackson,Syracuse,BE,37,53.5,,187078,8.4054
John Gourlay,Lehigh,Pat,21,10.9,,24.5118,0.5714
Phil Anderson,Lehigh,Pat,27,58.4,,133836,7.1111
Luke Zeller,Notre Dame,BE,35,35.8,,82.1367,4.8
Marcus Green,Purdue,B10,37,39.8,,125674,3973
Austin Freeman,Georgetown,BE,30,72.5,,143148,11.4333
Robert Palacios,Northern Colorado,BSky,22,31.8,,75.4497,2.4091
Drake Reed,Austin Peay,OVC,31,92.4,,196185,22.0645
Taylor Montgomery,Northern Colorado,BSky,29,36.9,,76.0614,3.2069
Michael Santos,Santa Clara,WCC,30,45.4,,83.3666,3
Ben Dowdell,Santa Clara,WCC,30,47.8,,105937,3.1667
Cleavon Barlow,UC Riverside,BW,17,18.5,,42.4435,2.4118
Jalonni Diggs,UC Riverside,BW,28,33.9,,55.9354,3
Gary Correia,Massachusetts,A10,28,26.3,,43.2071,2.25
Matt Hill,Massachusetts,A10,2,1.5,,2.78874,0
Cory Pflieger,Rice,CUSA,32,70.5,,142402,8.1562
Ryan Childress,Tennessee,SEC,4,0.6,,2.98366,1.25
Emmanuel Adeife,Louisiana Lafayette,SB,16,14.2,,35.7292,1.75
Dan Fox,Dayton,A10,4,0.4,,0.625706,0.5
Kris Richard,Tulane,CUSA,30,71,,176.17,10.5
Greyson Sargent,East Carolina,CUSA,7,1,,2.29151,0.7143
Nikola Gacesa,FIU,SB,26,55.2,,108953,9.6154
Nkem Ojougboh,Northeastern,CAA,32,66.5,,132441,7.4062
Austin Falke,Stephen F. Austin,Slnd,4,0.6,,1.72111,0.5
Joseph Harris,Coastal Carolina,BSth,27,83.3,,221583,15.7037
Dorian McDaniel,Prairie View A&M,SWAC,27,49.6,,113138,8.2222
Logan Johnson,Coastal Carolina,BSth,27,67.2,,133577,6.7407
Mario Sisinni,Coastal Carolina,BSth,20,61.2,,98.9969,10.7
Greg Cage,Alabama,SEC,4,0.8,,0.93151,1
Diante Garrett,Iowa St.,B12,31,79.3,,165.38,9.3226
Zack Crimmins,Columbia,Ivy,28,23,,54.6242,1.8571
Asenso Ampim,Columbia,Ivy,17,34,,80.1869,5.5882
Jack Eggleston,Penn,Ivy,28,75.1,,169.82,9.6071
Remy Cofield,Penn,Ivy,8,7.6,,19.0209,2.75
Adrian Williams,Brown,Ivy,27,83.1,,139779,11
Tyler Bernardini,Penn,Ivy,25,65.4,,134992,13.72
Craig Williams,Temple,A10,27,28.5,,73.8684,5.2593
Lavoy Allen,Temple,A10,33,76,,198014,10.9394
Jeff Jordan,Illinois,B10,33,20.3,,36.5601,0.9697
Bryan Petersen,Iowa St.,B12,31,72.8,,151715,6.6774
Alex Rubin,Illinois St.,MVC,21,16.4,,35.6567,1.5238
Clive Weeden,Dartmouth,Ivy,27,30.3,,49.6677,2.1111
Bakari Lewis,UMKC,Sum,20,42.3,,83.4246,10.75
Brian Rudolph,Loyola MD,MAAC,32,76.7,,134978,8
Ronnie Dixon,Dartmouth,Ivy,26,41.9,,74.2868,5.0769
Garrett Kelly,Loyola MD,MAAC,10,1.4,,1.44961,0.2
Isaac Reid,Loyola MD,MAAC,32,56.2,,123331,5.7188
Chinemelu Elonu,Texas A&M,B12,33,59.1,,165533,9.7273
Matt Steger,Northwestern,B10,4,0.4,,0.409084,0
Ivan Peljusic,Northwestern,B10,24,19,,43.2163,2375
Brandon Ware,Dartmouth,Ivy,2,1.3,,1.30926,3
Andy Polka,Loyola Chicago,Horz,10,20.8,,40.2297,7.2
Cookie Miller,Nebraska,B12,30,68.4,,149805,7.3
Marshall Moses,Oklahoma St.,B12,32,44.2,,125686,7
Niko Scott,Columbia,Ivy,24,57,,98.4424,8.2083
Wynton Witherspoon,George Washington,A10,24,53.7,,98.2144,7625
Tajuan Porter,Oregon,P10,31,80.1,,136471,15.3871
Elgin Fitzgerald,Dartmouth,Ivy,25,29.5,,57.0682,4.04
Stuart Cameron,Drexel,CAA,1,0.1,,0.0841139,0
Kasey Cunningham,USC,P10,4,2.9,,10.1776,2.75
Derek Glasser,Arizona St.,P10,34,78.9,,155009,8.7647
Jerren Shipp,Arizona St.,P10,35,32.7,,70.7992,2.7429
Dwight Lewis,USC,P10,33,84.5,,180949,14.3939
Terence Green,USC,P10,1,0.1,,0.177897,3
Taj Gibson,USC,P10,35,83.6,,259815,14.2857
Jeff Ryan,Northwestern,B10,28,28,,59.1053,2.0714
Jeremy Nash,Northwestern,B10,31,46.5,,107038,3.5161
Jonathan Mandeldove,Connecticut,BE,7,1.1,,2.41774,0
Stanley Robinson,Connecticut,BE,27,44.9,,133243,8.5556
De'Suan Dixon,Jackson St.,SWAC,33,31.6,,75.9365,3.0606
Nick Krenk,Nebraska,B12,12,2.3,,3.27701,0
Gavin Edwards,Connecticut,BE,35,28.1,,88.7811,3.9143
Kudus Ogbara,Alabama A&M,SWAC,19,33.5,,63.9509,2.7368
Jimmie Covington,Albany,AE,30,28.1,,54.4792,1.8667
Brian Connelly,Albany,AE,31,75.7,,152136,8.0323
Joey Shank,UTSA,Slnd,29,63.1,,103.72,8.5172
Kenny Thomas,Radford,BSth,30,84.3,,197313,14.4333
Alex Woodhouse,Colgate,Pat,23,53.4,,142413,7.2609
Eric Hall,Radford,BSth,30,39.5,,112497,4.5667
Devonte Thomas,San Jose St.,WAC,28,31.9,,62.0619,2.7143
Ade Dagunduro,Nebraska,B12,31,65.1,,154896,12.8387
Ricky Bieszki,Oakland,Sum,11,2.2,,3.64542,0.7273
Derick Nelson,Oakland,Sum,2,1.2,,1.51735,0
Louis Brookins,Quinnipiac,NEC,21,35.5,,71.5399,6.0476
James Hennessy,Montana St.,BSky,23,23.9,,51.5371,1.6957
Jason Duty,Duquesne,A10,34,61,,113699,7.3824
Erik Kangas,Oakland,Sum,34,87,,174919,18.9118
Rodney Stokes,Morgan St.,MEAC,24,24,,73.6113,4.9167
Mike Walker,Western Kentucky,SB,25,16,,34.0022,0.52
Jack McClinton,Miami FL,ACC,31,79.8,,150338,19.3226
Jacob Trader,UT Rio Grande Valley,ind,3,0.4,,0.411364,0.6667
Mamadi Diane,Virginia,ACC,24,37.2,,71.3571,6.0417
Courtney Fells,North Carolina St.,ACC,27,65.8,,138728,11.2963
Ben McCauley,North Carolina St.,ACC,30,73.4,,174778,12.4333
Brandon Costner,North Carolina St.,ACC,30,69.9,,158204,13.2667
Brandon Johnson,San Diego,WCC,7,19,,40.9444,14
Chris Lewis,San Diego,WCC,29,34.4,,65.7027,3.6897
Deion James,Milwaukee,Horz,28,27.5,,56.0387,3.2857
Trevor Morris,Idaho,WAC,32,52.3,,88.5988,6.1875
Tim Frye,Pittsburgh,BE,8,0.7,,1.33808,0.75
Kevin Swecker,Longwood,ind,27,77.7,,154146,11.1481
Brandon Patterson,Arkansas Little Rock,SB,31,70.8,,157.87,5.9677
Ethan Niedermeyer,Portland,WCC,24,33,,67.1603,4.0833
Kyle Brucculeri,UC Davis,BW,32,49.6,,104.74,7
Taishi Ito,Portland,WCC,30,20.3,,38.3563,0.7667
Yusef Smith,Saint Mary's,WCC,30,17,,40.5649,1.8
Michael Boone,UC Davis,BW,20,7.5,,19.2559,2.1
Bryan Mullins,Southern Illinois,MVC,21,59.2,,120535,9.4286
Ramon Harris,Kentucky,SEC,31,47.6,,126698,5.4516
Jeremi Booth,Appalachian St.,SC,26,24.1,,57.8469,4.1154
Coy Custer,Lamar,Slnd,26,35.6,,74616,4.4615
Travis Gabbidon,UTSA,Slnd,29,73.2,,180236,12.6552
Luka Drca,Utah,MWC,30,56.2,,128943,7.7
Devan Carter,Elon,SC,28,60.4,,98.7213,7.1071
Nick Stallings,Centenary,Sum,31,91,,212311,15.2903
Jeff Smith,Chattanooga,SC,15,3.3,,7.04472,0.3333
Brandon Giles,Western Carolina,SC,29,64,,124.4,13.0345
Jeremy Saffore,Chattanooga,SC,31,14.5,,30.8652,1.4516
Blake Thompson,Georgia Southern,SC,6,0.7,,1.09104,0
Brigham Waginger,Western Carolina,SC,29,81.2,,194634,8.5517
Lazar Hayward,Marquette,BE,35,78.9,,222197,16.2857
David Cubillan,Marquette,BE,31,21.1,,43.6312,1.5806
Mikhail Torrance,Alabama,SEC,26,47.3,,91.0722,10.1538
Paul Harris,Syracuse,BE,36,72.4,,238492,12.0278
Dan Mavraides,Princeton,Ivy,26,67.9,,114328,10.6154
Ryan Dermody,Wyoming,MWC,7,5.8,,14.8273,1.5714
Clayfell Harris,Wagner,NEC,23,14.1,,32.1837,1.4783
Charles Little,Dayton,A10,34,58.1,,133.02,8.2353
Anthony Brown,Oklahoma St.,B12,33,30.7,,75.0921,2.3939
Greg Gamble,Buffalo,MAC,33,69.7,,178569,8.9394
Vadim Fedotov,Buffalo,MAC,26,35.1,,68.1047,4.8077
Sean Smiley,Buffalo,MAC,28,20.5,,48.6113,3.5714
Rob Diggs,George Washington,A10,28,70,,164647,13.4286
Noel Wilmore,George Washington,A10,28,44.6,,69.6448,7.3929
Garrett Leffelman,Brown,Ivy,16,22.6,,35.5203,3.3125
Mitch McDonald,Army,Pat,1,0.2,,0.713491,0
Mike Coburn,Rutgers,BE,32,45.7,,79.4986,3.9688
Donnell Beverly,Connecticut,BE,20,5.5,,15.4407,1.15
Kevin Bulger,Columbia,Ivy,28,60.3,,122469,5.3214
Tracy Smith,North Carolina St.,ACC,30,45,,92.0869,10.0333
Aaron Scott,UC Riverside,BW,24,57.7,,128.95,9.7083
Whitney Coleman,Monmouth,NEC,1,0.7,,1.80766,9
Nate Linhart,Akron,MAC,35,75,,239668,10.1143
George Tandy,Cleveland St.,Horz,34,56.1,,150.45,5.7059
K.J. Matsui,Columbia,Ivy,28,49.7,,81.0431,7.6786
Lamar Twitty,Florida A&M,MEAC,31,61.4,,146172,10.9677
Byron Taylor,Florida A&M,MEAC,31,56,,119.93,2.6452
Joe Ballard,Florida A&M,MEAC,31,75.3,,187279,6871
Corey Hassan,Sacred Heart,NEC,31,64.3,,134025,11.3548
Tyler Morris,Boston University,AE,12,28.8,,60.4171,7
Marques Johnson,Boston University,AE,28,30.4,,63.0159,1.2857
John Fowler,Arkansas Little Rock,SB,31,74.6,,165073,10.5484
Shane Edwards,Arkansas Little Rock,SB,31,67.2,,167695,11.8387
Matt Mouzy,Arkansas Little Rock,SB,31,70.9,,149461,10129
LaMarvon Jackson,Arkansas Little Rock,SB,27,18.6,,39.3279,1.1852
Marcus Allen,Jacksonville,ASun,32,62.2,,178.67,10
Mychel Thompson,Pepperdine,WCC,30,70.1,,138119,8.7333
DeJuan Blair,Pittsburgh,BE,33,64.5,,236863,15.6061
DaShaun Williams,Houston,CUSA,32,37.4,,94.9231,3.2188
Mike Moore,Fordham,A10,28,69.2,,141368,12.8214
Gary Johnson,Texas,B12,32,52.4,,140936,10.0312
Alexis Wangmene,Texas,B12,4,1.8,,7.67247,3
Brad Wanamaker,Pittsburgh,BE,34,46,,130506,5.4706
Austin Johnson,Charleston Southern,BSth,25,36.7,,53.5108,3.92
Brandon Brown,Lipscomb,ASun,30,60.6,,144015,8.9667
Lu Dovonou,Gardner Webb,BSth,10,5.8,,8.30685,0.9
Nate Blank,Gardner Webb,BSth,24,52,,99.0237,9125
Aaron Linn,Gardner Webb,BSth,27,77.8,,170274,13.7778
Dillon Boggs,Gardner Webb,BSth,5,2.4,,3.29592,1.6
Tommy Hubbard,East Tennessee St.,ASun,15,20,,51.9215,4
Jamarco Warren,Charleston Southern,BSth,26,83.7,,127019,17.7692
Matija Poscic,DePaul,BE,33,48,,100181,3.5152
Matt Smith,Northeastern,CAA,30,29.7,,50.9396,2.9333
Mac Koshwal,DePaul,BE,32,77.8,,211789,12.2188
Dar Tucker,DePaul,BE,32,78.6,,187245,18.5
Preston Knowles,Louisville,BE,37,41.5,,112664,6.1081
Laurence Jolicoeur,Manhattan,MAAC,18,20,,36.9103,5.4444
Aleks Perka,Rice,CUSA,25,43.7,,92.9135,6.68
Stephen Sargent,VMI,BSth,5,0.6,,0.648605,0.4
Hunter Houston,VMI,BSth,17,11.2,,25.7392,2.7059
Jabril Banks,Northern Colorado,BSky,30,65.5,,129381,12.1333
Austin Kenon,VMI,BSth,28,82.7,,151533,16.5
Zarko Comagic,Northern Arizona,BSky,23,54.6,,91.2745,8.9565
Jermaine Bishop,Northern Arizona,BSky,25,61.9,,116044,5.12
Cameron Jones,Northern Arizona,BSky,25,71.6,,108591,13.08
Matt Johnson,Northern Arizona,BSky,18,49.8,,79.6162,11.6111
Sammy Zeglinski,Virginia,ACC,28,59.2,,125327,7.75
Reggie Hamilton,UMKC,Sum,21,49.7,,95.6778,11.5714
James Humphrey,UMKC,Sum,27,35.9,,75.1005,4.0741
Josh Southern,Boston College,ACC,34,56.4,,139019,5.9706
Biko Paris,Boston College,ACC,34,30.7,,50.6728,3.3824
Corey Raji,Boston College,ACC,34,68,,146616,9.9118
Zach Plackemeier,IPFW,Sum,29,80.6,,145291,7.7241
Ben Botts,IPFW,Sum,29,77.8,,124167,11.2759
Cortney Dunn,Boston College,ACC,29,26.9,,57.5476,0.8966
Mustapha Farrakhan,Virginia,ACC,23,21.2,,33.3681,4.2609
Luke Hendrick,Dayton,A10,5,0.4,,2.38062,0.4
Gordon Taylor,Texas St.,Slnd,4,2,,2.63342,0.25
Jumane Reed,Alcorn St.,SWAC,28,56.9,,122005,4.6071
Albert Jackson,Georgia,SEC,31,47.2,,109249,4.5484
Brandon Ford,Central Michigan,MAC,27,21,,46.2188,1.2593
DeShawn Sims,Michigan,B10,34,76.2,,200137,15.5882
Scottie Reynolds,Villanova,BE,38,80.1,,219.29,15.2105
Marc Davis,Maryland Eastern Shore,MEAC,27,61.3,,102701,5.5556
Carl Montgomery,Chicago St.,ind,30,58.9,,154512,10.8
Jarryd Cole,Iowa,B10,32,42.8,,84.2939,3.6562
Jake Kelly,Iowa,B10,32,75.8,,157151,11625
Lee Steiden,Louisville,BE,2,0.1,,0.176453,0
Andrew Gabriel,Manhattan,MAAC,30,65.8,,147383,5.3333
Herve Banogle,Manhattan,MAAC,29,48.8,,114803,4.8966
Christian Wall,Chicago St.,ind,29,38.5,,84.1179,3.6207
Nemanja Stankovic,Chicago St.,ind,23,13.7,,25.6165,1.3043
Reggie Porter,Alabama A&M,SWAC,23,16.6,,24.2439,1.5652
Brandon Davis,South Alabama,SB,32,62.5,,176165,12.1875
Milan Stanojevic,Eastern Washington,BSky,28,63.1,,109087,8.5357
Shawn Rouse,Boise St.,WAC,10,4.5,,9.67633,1.3
Landry Fields,Stanford,P10,34,76.6,,205599,12.6471
Danny Brown,San Diego,WCC,30,31.8,,51.7141,2.8
Jeremy Pargo,Gonzaga,WCC,33,74.5,,183.14,10.3333
Eric Petty,Mississippi Valley St.,SWAC,31,76.1,,190.68,12.5484
Dwayne Harmason,Mississippi Valley St.,SWAC,31,78.4,,177854,10.6774
Chron Tatum,Idaho St.,BSky,29,43.7,,90.1648,6.8621
Mike Davis-Sabb,Hofstra,CAA,14,4,,8.30202,0.3571
Kevin Coble,Northwestern,B10,31,85.1,,189812,15.5161
David Lighty,Ohio St.,B10,7,17.2,,43108,9.7143
Chris Kramer,Purdue,B10,35,63.7,,208119,5.2286
Nicholas Wilson,North Carolina A&T,MEAC,29,60.4,,143187,10.1724
Darryl Clements,Bowling Green,MAC,31,77.1,,164573,9.7742
Brian Moten,Bowling Green,MAC,31,74.7,,124839,10.8387
Kurt Cunningham,Boise St.,WAC,31,48.1,,107781,10.0645
Anthony Thomas,Boise St.,WAC,31,75.8,,159019,9.7419
Erik Harris,Siena,MAAC,14,4.9,,12.0599,1.1429
Jordan Turok,College of Charleston,SC,7,0.8,,1.50493,0.4286
Kenneth Averette,Louisiana Monroe,SB,29,60.3,,103617,6.1724
Lucas Walker,Saint Mary's,WCC,22,15.8,,42863,2.6364
Tyrell Mara,Portland St.,BSky,30,39.8,,75.7099,3.4333
Lamar Johnson,Rider,MAAC,16,21.9,,42.1477,5.3125
Harris Mansell,Rider,MAAC,28,69.6,,156232,11.8214
Rodney Pierce,Buffalo,MAC,33,76.2,,167748,14.3333
Kevin Vosilla,Rider,MAAC,12,3.1,,6.02759,1
Cliff Tucker,Maryland,ACC,34,29.2,,78.3925,4.5
Brandon Hazzard,Troy,SB,31,75.4,,133324,16.3226
Philip Tabet,South Alabama,SB,27,22.6,,51.0408,2.3333
Al Fisher,Kent St.,MAC,33,79,,197858,15.1212
Jerrald Bonham,Centenary,Sum,30,48.4,,108238,2.6333
Matt Kingsley,Stephen F. Austin,Slnd,28,79,,190855,15.8571
Travis Busch,Minnesota,B10,29,24.8,,52.5107,3.7586
Walter Hodge,Florida,SEC,36,71.3,,160072,8.9444
Rashad Woods,Kent St.,MAC,13,8.7,,18.4952,4.0769
George Drake,Vanderbilt,SEC,30,41.9,,100012,5.3667
Kyle Madsen,Ohio St.,B10,29,16.6,,37.4576,1069
David Huertas,Mississippi,SEC,30,76.4,,156415,18.0667
Afam Nweke,Louisiana Monroe,SB,29,51.2,,101103,4.7931
Kyle Church,Charlotte,A10,12,2,,3.22655,0.5833
Brandan Smith,Chicago St.,ind,15,3.1,,3.87931,1.2667
Troy Cotton,Green Bay,Horz,31,78.4,,131332,12.3871
De'Jon Jackson,San Diego,WCC,23,60.6,,118.73,9087
Mamadou Diene,Baylor,B12,32,23.2,,57.8814,1.75
Kahiem Seawright,Rhode Island,A10,34,74.8,,203654,14.1765
Jimmy Baron,Rhode Island,A10,34,79.3,,150746,17.4118
Dave Neal,Maryland,ACC,35,58.8,,146703,8.4857
Anthony Ford,Alcorn St.,SWAC,26,64.3,,131646,10.8846
Aron Baynes,Washington St.,P10,33,71.5,,183421,12.7273
Tommy Moffitt,UT Arlington,Slnd,27,55.8,,121635,7.3333
Andrew Lovedale,Davidson,SC,34,76,,247624,12.4118
Brandon Monroe,Norfolk St.,MEAC,28,65.9,,155073,4.8929
Kevin Worsley,Norfolk St.,MEAC,31,51.5,,134245,5.2258
Raphael Hall,Norfolk St.,MEAC,7,3.7,,6.71247,1.8571
Michael Deloach,Norfolk St.,MEAC,31,90.4,,209926,21.4839
Trey Parker,UT Arlington,Slnd,26,34.8,,90.9031,2.5385
